Order Reference	Order Reference	Order Date	Customer	Salesperson	Activities	Company	Total	Invoice Status
VSO/2500721	Manual Order	2025-12-03 16:27:20	Reeflections Fish & Live Animal Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,205.000	Fully Invoiced
VSO/2500724	Order #10457003	2025-12-03 16:11:38	Pet Zone LLC	Hafnas Nasar		Velocity International Trading LLC	33,673.500	Fully Invoiced
VSO/2500723	Order #10456997	2025-12-03 16:08:12	Jacee Ekart L.L.LC FZ	Orders & Dispatch		Velocity International Trading LLC	304.500	Fully Invoiced
VSO/2500722	Order #10457005	2025-12-03 16:06:19	Jacee Ekart L.L.LC FZ	Orders & Dispatch		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500720	Order #10457002	2025-12-03 14:55:27	Pet First Veterinary Clinic, Delivery	Hafnas Nasar		Velocity International Trading LLC	393.750	Fully Invoiced
VSO/2500717	Order #10456999	2025-12-03 13:55:40	Smart Pets Aquatic & Live animals Trading	Orders & Dispatch		Velocity International Trading LLC	1,203.740	Fully Invoiced
VSO/2500715	Order #10456957	2025-11-28 14:32:02	Saluki World Pets And Fodders Trading LLC	Orders & Dispatch		Velocity International Trading LLC	945.000	Fully Invoiced
VSO/2500714	Order #10456995	2025-11-28 14:27:01	Petzi	Orders & Dispatch		Velocity International Trading LLC	1,023.750	Fully Invoiced
VSO/2500713	Order #10456994	2025-11-28 14:25:05	Amore Veterinary Clinic	Orders & Dispatch		Velocity International Trading LLC	750.750	Fully Invoiced
VSO/2500712	Order #10456992	2025-11-28 14:23:35	Luxury Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	945.000	Fully Invoiced
VSO/2500711	Order #10456991	2025-11-28 14:22:13	McWild Animal Feeds Trading LLC	Orders & Dispatch		Velocity International Trading LLC	655.810	Fully Invoiced
VSO/2500710	FREEBIES	2025-11-28 14:08:27	Vogue Intenational LLC - FZC	Hafnas Nasar		Velocity International Trading LLC	0.000	Fully Invoiced
VSO/2500709	Manual Order	2025-11-28 10:00:21	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	4,312.350	Fully Invoiced
VSO/2500708	Mr.Nief Order	2025-11-27 17:37:16	Cash Customer	Finance		Velocity International Trading LLC	698.780	Fully Invoiced
VSO/2500645	Instashop orders 14/11/2025	2025-11-27 13:51:35	Customer Via Instashop	Finance		Velocity International Trading LLC	1,039.340	Fully Invoiced
VSO/2500643	137481254	2025-11-27 13:50:44	Customer Via Careem	Finance		Velocity International Trading LLC	40.000	Fully Invoiced
VSO/2500642	137470812	2025-11-27 13:50:10	Customer Via Careem	Finance		Velocity International Trading LLC	219.010	Fully Invoiced
VSO/2500653	Instashop Orders 15/11/2025	2025-11-27 13:48:51	Customer Via Instashop	Finance		Velocity International Trading LLC	520.710	Fully Invoiced
VSO/2500707	Manual Order	2025-11-27 12:33:46	BPK Global Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,785.000	Fully Invoiced
VSO/2500706	Order #10456989	2025-11-26 13:25:24	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	214.500	Fully Invoiced
VSO/2500705	Order #10456974	2025-11-26 13:20:50	Aqua Pet Care LLC	Hafnas Nasar		Velocity International Trading LLC	1,181.250	Fully Invoiced
VSO/2500704	Order #10456990	2025-11-26 13:19:01	Aqua Pet Care LLC	Hafnas Nasar		Velocity International Trading LLC	600.390	Fully Invoiced
VSO/2500703	Tax Invoice VIN/2025/00050	2025-11-26 13:06:42	Pets Lounge Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	1,260.000	Fully Invoiced
VSO/2500702	MANUAL INABA	2025-11-26 12:50:16	Vogue Intenational LLC - FZC	Hafnas Nasar		Velocity International Trading LLC	13,928.270	Fully Invoiced
VSO/2500636	INABA Bulk Order Twin Pack	2025-11-26 11:26:46	Vogue Intenational LLC - FZC	Hafnas Nasar		Velocity International Trading LLC	23,955.750	Fully Invoiced
VSO/2500700	287285969703399 / A04224892PN	2025-11-25 11:29:57	Bandidos Retail LLC	Hafnas Nasar		Velocity International Trading LLC	19,853.700	Fully Invoiced
VSO/2500674	Mr. Ali Hussain	2025-11-25 10:37:09	Cash Customer	Finance		Velocity International Trading LLC	210.000	Fully Invoiced
VSO/2500699	Order #10456985	2025-11-25 10:28:55	Pets Lounge Pets Grooming LLC	Hafnas Nasar		Velocity International Trading LLC	1,575.000	Fully Invoiced
VSO/2500698	Order #10456984	2025-11-25 10:22:11	Iris Pet Animal Accessories LLC	Orders & Dispatch		Velocity International Trading LLC	20,065.500	Fully Invoiced
VSO/2500691	Order #10456983	2025-11-25 10:08:20	The Pet Stop Trading LLC	Hafnas Nasar		Velocity International Trading LLC	8,112.390	Fully Invoiced
VSO/2500692	Order #10456982	2025-11-25 10:06:26	Saluki World Pets And Fodders Trading LLC	Finance		Velocity International Trading LLC	1,519.350	Fully Invoiced
VSO/2500694	Order #10456980	2025-11-24 13:01:58	Transnet General Trading LLC	Hafnas Nasar		Velocity International Trading LLC	497.990	Fully Invoiced
VSO/2500695	Order #10456978	2025-11-24 13:00:11	Pet Zone LLC	Hafnas Nasar		Velocity International Trading LLC	21,577.500	Fully Invoiced
VSO/2500680	Amazon 16-11-2025 to 19-11-2025	2025-11-22 15:01:26	Customer Via Amazon	Orders & Dispatch		Velocity International Trading LLC	28,714.540	Fully Invoiced
VSO/2500690	Mr. Siquender	2025-11-22 13:24:24	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	499.000	Fully Invoiced
VSO/2500689	Order #10456981	2025-11-22 12:53:13	Haiwanati Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	417.900	Fully Invoiced
VSO/2500681	Order #10456979	2025-11-21 10:28:03	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	246.100	Fully Invoiced
VSO/2500677	Order #10456977	2025-11-20 17:56:55	Smart Pets Care LLC - S.C.P	Hafnas Nasar		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500676	Order #10456970	2025-11-20 17:36:53	The Pet Stop Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,246.630	Fully Invoiced
VSO/2500675	Mr. Shenaz	2025-11-20 10:09:05	Cash Customer	Finance		Velocity International Trading LLC	149.990	Fully Invoiced
VSO/2500672	Order #10456976	2025-11-19 18:21:47	Transnet General Trading LLC	Hafnas Nasar		Velocity International Trading LLC	899.960	Fully Invoiced
VSO/2500671	Order #10456972	2025-11-19 18:10:34	Pet Sky DMCC	Orders & Dispatch		Velocity International Trading LLC	30,263.480	Fully Invoiced
VSO/2500670	Manual Order	2025-11-18 19:16:37	Pet Magnet	Finance		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500669	Order #10456962	2025-11-18 15:27:06	Pets Lounge Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	4,420.500	Fully Invoiced
VSO/2500668	Order #10456964	2025-11-18 11:04:05	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	977.550	Fully Invoiced
VSO/2500667	Order #10456965	2025-11-18 11:02:04	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	771.750	Fully Invoiced
VSO/2500665	A04225133PN	2025-11-17 19:16:45	Bandidos Retail LLC	Hafnas Nasar		Velocity International Trading LLC	6,619.580	Fully Invoiced
VSO/2500666	ASN- A04225141PN	2025-11-17 19:00:58	Bandidos Retail LLC	Hafnas Nasar		Velocity International Trading LLC	13,020.000	Fully Invoiced
VSO/2500664	Manual Order	2025-11-17 15:25:21	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,484.850	Fully Invoiced
VSO/2500663	Neel Order	2025-11-17 15:20:42	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	395.000	Fully Invoiced
VSO/2500659	Order #10456956	2025-11-17 14:15:05	Amore Veterinary Clinic	Orders & Dispatch		Velocity International Trading LLC	1,029.000	Fully Invoiced
VSO/2500662	Order #10456961	2025-11-17 13:38:37	Waggin Tails Pets Supplements Trading LLC	Orders & Dispatch		Velocity International Trading LLC	678.300	Fully Invoiced
VSO/2500661	Order #10456958	2025-11-17 13:35:23	Aqua Pet Care LLC	Orders & Dispatch		Velocity International Trading LLC	708.750	Fully Invoiced
VSO/2500660	Order #10456959	2025-11-17 13:32:43	Luxury Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	1,179.890	Fully Invoiced
VSO/2500658	Amazon 13-11-2025 to 15-11-2025	2025-11-17 12:53:33	Customer Via Amazon	Orders & Dispatch		Velocity International Trading LLC	19,741.490	Fully Invoiced
VSO/2500654		2025-11-17 12:36:44	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	760.500	Fully Invoiced
VSO/2500651		2025-11-15 16:37:42	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	63,482.340	Fully Invoiced
VSO/2500644	Instashop Order 13/11/2025	2025-11-14 20:02:05	Customer Via Instashop	Finance		Velocity International Trading LLC	267.000	Fully Invoiced
VSO/2500641	137459006	2025-11-14 19:38:43	Customer Via Careem	Finance		Velocity International Trading LLC	73.490	Fully Invoiced
VSO/2500640	137288748	2025-11-14 19:36:43	Customer Via Careem	Finance		Velocity International Trading LLC	195.240	Fully Invoiced
VSO/2500593	136793294	2025-11-14 19:22:53	Customer Via Careem	Finance		Velocity International Trading LLC	87.900	Fully Invoiced
VSO/2500583	Careem order 07/11/2025	2025-11-14 19:05:52	Customer Via Careem	Finance		Velocity International Trading LLC	48.000	Fully Invoiced
VSO/2500637	Order #10456950	2025-11-14 10:45:20	Super Lucky Pets LLC	Hafnas Nasar		Velocity International Trading LLC	1,396.350	Fully Invoiced
VSO/2500638	RQ/ 2511049	2025-11-14 10:33:15	Za'abeel Office - His Highness the Ruler's Court	Hafnas Nasar		Velocity International Trading LLC	9,999.680	Fully Invoiced
VSO/2500635	Insatashop sale 12/11/2025	2025-11-12 20:06:01	Customer Via Instashop	Finance		Velocity International Trading LLC	332.050	Fully Invoiced
VSO/2500628	Instashop Orders 11/11/2025	2025-11-12 19:43:00	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	306.430	Fully Invoiced
VSO/2500633	Manual Order	2025-11-12 18:19:41	20 Plaza LLC	Orders & Dispatch		Velocity International Trading LLC	4,762.800	Fully Invoiced
VSO/2500634		2025-11-12 18:15:52	Think Fish LLC	Finance		Velocity International Trading LLC	575.930	Fully Invoiced
VSO/2500630	Order #10456946	2025-11-12 12:51:56	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,319.900	Fully Invoiced
VSO/2500629	Order #10456945	2025-11-12 12:30:32	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	8,741.250	Fully Invoiced
VSO/2500627	Order #10456943	2025-11-12 12:22:23	Smart Pets Aquatic & Live animals Trading	Orders & Dispatch		Velocity International Trading LLC	945.000	Fully Invoiced
VSO/2500594	136957261	2025-11-11 20:19:07	Customer Via Careem	Finance		Velocity International Trading LLC	49.000	Fully Invoiced
VSO/2500613	Order #10456939	2025-11-11 20:11:50	Pet Magnet, Ahmad Khatib	Orders & Dispatch		Velocity International Trading LLC	315.000	Fully Invoiced
VSO/2500528	Careem order 06-Nov-2025	2025-11-11 20:10:16	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	80.000	Fully Invoiced
VSO/2500526	Careem order 05/11/2025	2025-11-11 20:08:42	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	53.000	Fully Invoiced
VSO/2500521	Careem Order04/11/2025	2025-11-11 20:07:34	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	33.000	Fully Invoiced
VSO/2500626		2025-11-11 19:47:34	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	17,696.710	Fully Invoiced
VSO/2500620	Order #10456944	2025-11-11 19:34:24	Purrfect Pet Supplies-L.L.C-O.P	Finance		Velocity International Trading LLC	252.000	Fully Invoiced
VSO/2500617	137097695	2025-11-11 19:13:04	Customer Via Careem	Finance		Velocity International Trading LLC	157.500	Fully Invoiced
VSO/2500616	137082771	2025-11-11 19:11:14	Customer Via Careem	Finance		Velocity International Trading LLC	177.500	Fully Invoiced
VSO/2500615	1361292278	2025-11-11 18:49:39	El Grocer by smiles	Finance		Velocity International Trading LLC	88.010	Fully Invoiced
VSO/2500599	5585374	2025-11-11 18:40:29	Customer Via Instashop	Finance		Velocity International Trading LLC	297.880	Fully Invoiced
VSO/2500577	INSTASHOP ORDER 08/11/2025	2025-11-11 18:37:04	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	144.940	Fully Invoiced
VSO/2500511	Instashop sale 01/11/2025	2025-11-11 18:35:10	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,532.210	Fully Invoiced
VSO/2500529	INSTASHOP ORDER 7/11/2025	2025-11-11 18:30:25	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	92.670	Fully Invoiced
VSO/2500525	instashop orders 05/11/2025	2025-11-11 18:28:12	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	273.130	Fully Invoiced
VSO/2500512	instashop orders 02/11/2025	2025-11-11 18:25:52	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	856.640	Fully Invoiced
VSO/2500611	Order #10456923	2025-11-11 17:34:06	The Pet Stop Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,198.640	Fully Invoiced
VSO/2500614	Manual Order	2025-11-11 13:49:00	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500612	Ms. Shehnas	2025-11-11 12:55:26	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	114.990	Fully Invoiced
VSO/2500610	5294561	2025-11-10 21:19:59	Customer Via Instashop	Finance		Velocity International Trading LLC	127.000	Fully Invoiced
VSO/2500609	8418275	2025-11-10 21:18:06	Customer Via Instashop	Finance		Velocity International Trading LLC	358.000	Fully Invoiced
VSO/2500608	3463055	2025-11-10 21:15:54	Customer Via Instashop	Finance		Velocity International Trading LLC	115.660	Fully Invoiced
VSO/2500607	2752957	2025-11-10 21:12:55	Customer Via Instashop	Finance		Velocity International Trading LLC	143.940	Fully Invoiced
VSO/2500606	6662482	2025-11-10 21:09:55	Customer Via Instashop	Finance		Velocity International Trading LLC	43.170	Fully Invoiced
VSO/2500605	8807542	2025-11-10 21:05:59	Customer Via Instashop	Finance		Velocity International Trading LLC	493.370	Fully Invoiced
VSO/2500604	3124575	2025-11-10 20:59:30	Customer Via Instashop	Finance		Velocity International Trading LLC	187.930	Fully Invoiced
VSO/2500603		2025-11-10 20:36:55	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	68,974.650	Fully Invoiced
VSO/2500598	7065270	2025-11-10 20:06:49	Customer Via Instashop	Finance		Velocity International Trading LLC	115.470	Fully Invoiced
VSO/2500597	7210306	2025-11-10 19:58:50	Customer Via Instashop	Finance		Velocity International Trading LLC	142.950	Fully Invoiced
VSO/2500596	8282035	2025-11-10 19:55:39	Customer Via Instashop	Finance		Velocity International Trading LLC	88.750	Fully Invoiced
VSO/2500595	0172893	2025-11-10 19:51:19	Customer Via Instashop	Finance		Velocity International Trading LLC	127.940	Fully Invoiced
VSO/2500582	INSTASHOP ORDER 08/11/2025	2025-11-10 19:39:13	Customer Via Instashop	Finance		Velocity International Trading LLC	98.070	Fully Invoiced
VSO/2500581	INSTASHOP ORDER 08/11/2025	2025-11-10 19:38:32	Customer Via Instashop	Finance		Velocity International Trading LLC	217.950	Fully Invoiced
VSO/2500580	INSTASHOP ORDERS 08/11/2025	2025-11-10 19:38:01	Customer Via Instashop	Finance		Velocity International Trading LLC	129.940	Fully Invoiced
VSO/2500547	INSTASHOP ORDER 06/11/2025	2025-11-10 19:37:04	Customer Via Instashop	Finance		Velocity International Trading LLC	196.240	Fully Invoiced
VSO/2500546	Instashop order 06/11/2025	2025-11-10 19:36:09	Customer Via Instashop	Finance		Velocity International Trading LLC	379.930	Fully Invoiced
VSO/2500531	INSTASHOP ORDER 07/11/2025	2025-11-10 19:35:08	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	349.930	Fully Invoiced
VSO/2500530	INSTASHOP ORDER 07/11/2025	2025-11-10 19:33:54	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	150.950	Fully Invoiced
VSO/2500524	Instashop order 04/11/2025	2025-11-10 19:32:31	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	127.940	Fully Invoiced
VSO/2500513	Instashop order 03/11/2025	2025-11-10 19:30:50	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	312.190	Fully Invoiced
VSO/2500584	Careem Order 09/11/2025	2025-11-10 19:25:41	Customer Via Careem	Finance		Velocity International Trading LLC	73.490	Fully Invoiced
VSO/2500592	136897995 Careem Order 09/11/2025	2025-11-10 19:25:21	Customer Via Careem	Finance		Velocity International Trading LLC	65.000	Fully Invoiced
VSO/2500588	Order #10456934	2025-11-10 11:16:06	Animal Zone LLC	Orders & Dispatch		Velocity International Trading LLC	416.240	Fully Invoiced
VSO/2500586	Order #10456937	2025-11-10 10:38:18	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	514.500	Fully Invoiced
VSO/2500585	Order #10456930	2025-11-10 10:33:58	Pets Lounge Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	1,357.770	Fully Invoiced
VSO/2500579		2025-11-08 16:35:08	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,081.070	Fully Invoiced
VSO/2500578		2025-11-08 16:12:42	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,422.470	Fully Invoiced
VSO/2500549		2025-11-07 10:11:55	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	826.770	Fully Invoiced
VSO/2500533	Manual Order	2025-11-07 10:03:57	Geosec Cybersecurity Consultancy LLC	Orders & Dispatch		Velocity International Trading LLC	7,875.000	Fully Invoiced
VSO/2500527	Careem Order 06-Nov-2025	2025-11-06 19:23:56	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	66.000	Fully Invoiced
VSO/2500545	Manual request By Nikey GSG	2025-11-06 12:13:28	German Standard Veterinary Medicines Trading L.L.C	Finance		Velocity International Trading LLC	15,078.840	Fully Invoiced
VSO/2500544	10456890	2025-11-05 19:43:51	Smart Pets Aquatic & Live animals Trading	Orders & Dispatch		Velocity International Trading LLC	1,720.470	Fully Invoiced
VSO/2500541	Order #10456928	2025-11-05 18:38:42	KMK Pets L.L.C.	Finance		Velocity International Trading LLC	2,835.000	Fully Invoiced
VSO/2500520	Careem Order 04/11/2025	2025-11-05 16:25:35	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	105.000	Fully Invoiced
VSO/2500519	Order #10456924	2025-11-05 10:50:23	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	583.280	Fully Invoiced
VSO/2500522	Order #10456925	2025-11-05 10:48:59	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	344.190	Fully Invoiced
VSO/2500440	Mr. Mark Aquamart	2025-11-04 20:25:19	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	210.000	Fully Invoiced
VSO/2500418	Order #10456909	2025-11-04 20:24:49	Pet Magnet	Finance		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500417	Order #10456908	2025-11-04 20:24:26	Pet Zone LLC	Finance		Velocity International Trading LLC	9,450.000	Fully Invoiced
VSO/2500516	Order #10456917	2025-11-04 20:24:17	Perkpets Grooming Station & Pet shop	Orders & Dispatch		Velocity International Trading LLC	1,337.810	Fully Invoiced
VSO/2500517	Order #10456918	2025-11-04 20:24:09	Al Waha Al Khadhra Ornamental Birds & Fish Br2, Al Waha Al Khadhra Ornamental Birds & Fish Br2	Orders & Dispatch		Velocity International Trading LLC	809.960	Fully Invoiced
VSO/2500515	Order #10456913	2025-11-04 20:24:03	SYNERGY VETERINARY CLINIC L.L.C	Orders & Dispatch		Velocity International Trading LLC	403.030	Fully Invoiced
VSO/2500514	Order #10456912	2025-11-04 20:23:56	Super Lucky Pets LLC	Orders & Dispatch		Velocity International Trading LLC	2,770.700	Fully Invoiced
VSO/2500523	Order #10456926	2025-11-04 20:01:45	SNH Packing General Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,764.250	Fully Invoiced
VSO/2500416	Order #10456907	2025-11-04 19:53:05	Parabath Pet Food & Accessories Supplies	Finance		Velocity International Trading LLC	1,277.990	Fully Invoiced
VSO/2500419	Order #10456910	2025-11-04 15:58:17	Pet Street Trading - Sole Proprietorship L.L.C	Finance		Velocity International Trading LLC	3,724.460	Fully Invoiced
VSO/2500539	Order #10456927	2025-11-04 13:05:10	Haiwanati Pets Trading LLC	Finance		Velocity International Trading LLC	350.700	Fully Invoiced
VSO/2500538	Order #10456921	2025-11-04 10:36:03	Wahet Africano Pets Trading - Sole Proprietorship L.L.C	Finance		Velocity International Trading LLC	1,284.150	Fully Invoiced
VSO/2500537	Order #10456920	2025-11-04 10:25:12	Luxury Pets Grooming LLC	Finance		Velocity International Trading LLC	1,089.000	Fully Invoiced
VSO/2500536	Order #10456919	2025-11-04 10:20:52	Paws & Relax Pets Salon LLC	Finance		Velocity International Trading LLC	668.850	Fully Invoiced
VSO/2500535	Order #10456911	2025-11-04 10:12:05	King Animal Planet-kcbg	Finance		Velocity International Trading LLC	1,635.000	Fully Invoiced
VSO/2500532	Manul order	2025-11-03 16:09:38	Creatures Oasis	Orders & Dispatch		Velocity International Trading LLC	1,687.050	Fully Invoiced
VSO/2500510	31st Oct to 1st Nov 2025 Amazon	2025-11-03 01:07:27	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	16,936.840	Fully Invoiced
VSO/2500507	October 26th - 31st October	2025-11-03 00:34:41	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	23,634.690	Fully Invoiced
VSO/2500489	12th to 25th Oct 2025	2025-11-02 22:50:26	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	45,752.130	Fully Invoiced
VSO/2500448	Amazon 24th Oct 2025 to 30th Oct 2025	2025-11-01 20:09:35	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	69,182.160	Fully Invoiced
VSO/2500424	Instashop 31/10/2027	2025-10-31 22:01:20	Customer Via Instashop	Finance		Velocity International Trading LLC	276.760	Fully Invoiced
VSO/2500439	Instashop orders 28/10/2025	2025-10-31 21:47:07	Customer Via Instashop	Finance		Velocity International Trading LLC	2,157.810	Fully Invoiced
VSO/2500420	1918196749	2025-10-31 21:33:55	Elgrocer by Smiles	Orders & Dispatch		Velocity International Trading LLC	130.000	Fully Invoiced
VSO/2500415	InstaShop sale 29-10-2025	2025-10-31 20:39:46	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,386.280	Fully Invoiced
VSO/2500237	10456899	2025-10-31 20:26:00	Aqua Pet Care LLC	Orders & Dispatch		Velocity International Trading LLC	1,239.560	Fully Invoiced
VSO/2500376	Mr. Gobind	2025-10-31 20:06:54	Cash Customer	Finance		Velocity International Trading LLC	1,015.000	Fully Invoiced
VSO/2500438	12th Oct 2025	2025-10-31 20:01:34	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	8,899.280	Fully Invoiced
VSO/2500435	11th Oct 2025	2025-10-31 19:38:56	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	10,433.360	Fully Invoiced
VSO/2500432	10th Oct 2025	2025-10-31 19:10:26	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	11,239.740	Fully Invoiced
VSO/2500078	Instashop Order 30/10/2025	2025-10-31 14:40:30	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	901.940	Fully Invoiced
VSO/2500423	9th October 2025	2025-10-30 20:49:38	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	7,068.950	Fully Invoiced
VSO/2500421	Amazon 13th Oct to 23 Oct 2025	2025-10-30 18:11:51	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	106,108.220	Fully Invoiced
VSO/2500240	Manual Order BY Mr. Amro	2025-10-29 19:37:20	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	5,643.820	Fully Invoiced
VSO/2500269	Instashop Orders 27-10-2025	2025-10-28 21:43:22	Customer Via Instashop	Finance		Velocity International Trading LLC	469.130	Fully Invoiced
VSO/2500391	8th Oct 2025	2025-10-28 21:35:20	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	12,360.930	Fully Invoiced
VSO/2500386	7th Oct 2025	2025-10-28 21:06:38	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	11,081.670	Fully Invoiced
VSO/2500381	6th Oct 2025	2025-10-28 20:42:35	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	7,487.540	Fully Invoiced
VSO/2500375	5th Oct 2025	2025-10-28 20:20:11	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	12,628.400	Fully Invoiced
VSO/2500372	Order #10456906	2025-10-28 20:17:43	Crazy Pets Gooming Salon LLC	Finance		Velocity International Trading LLC	1,575.000	Fully Invoiced
VSO/2500178	Instashop sales 26/10/2025	2025-10-28 19:59:01	Customer Via Instashop	Finance		Velocity International Trading LLC	2,063.100	Fully Invoiced
VSO/2500161	Instashop orders 25/10/2025	2025-10-28 19:46:18	Customer Via Instashop	Finance		Velocity International Trading LLC	1,301.940	Fully Invoiced
VSO/2500272	Order #10456904	2025-10-28 19:25:36	Petzi	Hafnas Nasar		Velocity International Trading LLC	1,461.140	Fully Invoiced
VSO/2500369	4th October 2025	2025-10-28 18:57:01	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	12,803.430	Fully Invoiced
VSO/2500179	Manual order	2025-10-28 17:44:46	Modern Vet Hospital L.L.C.	Orders & Dispatch		Velocity International Trading LLC	528.860	Fully Invoiced
VSO/2500210	Mr. Maroon	2025-10-27 22:01:47	Cash Customer	Finance		Velocity International Trading LLC	18,000.000	Fully Invoiced
VSO/2500268	3rd Oct 2025	2025-10-27 21:51:26	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	14,227.890	Fully Invoiced
VSO/2500259	2nd October 2025	2025-10-27 20:58:46	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	11,446.780	Fully Invoiced
VSO/2500256	1st Oct 2025	2025-10-27 20:43:53	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	11,170.640	Fully Invoiced
VSO/2500251	30th Sep 2025	2025-10-27 20:32:04	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	10,875.490	Fully Invoiced
VSO/2500181	Instashop order 24-10-2024	2025-10-27 20:29:09	Customer Via Instashop	Finance		Velocity International Trading LLC	1,260.850	Fully Invoiced
VSO/2500249	29th Sep 2025	2025-10-27 20:23:30	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	10,404.690	Fully Invoiced
VSO/2500247	28th Sep 2025	2025-10-27 20:08:05	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	9,923.310	Fully Invoiced
VSO/2500162	Instashop Order 23/10/2025	2025-10-27 20:04:45	Customer Via Instashop	Finance		Velocity International Trading LLC	861.860	Fully Invoiced
VSO/2500155	Amazon 27th September	2025-10-27 19:43:58	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	12,319.680	Fully Invoiced
VSO/2500132	Insta Cash order 22/10/2025	2025-10-27 19:35:23	Customer Via Instashop	Finance		Velocity International Trading LLC	155.100	Fully Invoiced
